Trial,RestTime,LeftInput,RightInput,LeftPos_x,LeftPos_y,RightPos_x,RightPos_y,TargetPos_x,TargetPos_y,LineNum,
1,4.699996,0,0,-7.994377,-3.893432,7.991796,-2.571623,-3.260396,-4.272526,0,
1,4.719995,0,0,-7.994358,-3.89425,7.991776,-2.566257,-3.199937,-4.294487,0,
1,4.739995,0,0,-7.994339,-3.895038,7.991756,-2.561596,-3.189914,-4.24172,0,
1,4.759995,0,0,-7.994321,-3.895787,7.991736,-2.557524,-3.18002,-4.200472,0,
1,4.779995,0,0,-7.994302,-3.89649,7.991717,-2.553943,-3.170596,-4.162647,0,
1,4.799995,0,0,-7.994282,-3.897137,7.991699,-2.550774,-3.161665,-4.127333,0,
1,4.819995,0,0,-7.994262,-3.897724,7.991682,-2.547953,-3.153229,-4.094406,0,
1,4.839995,0,0,-7.994242,-3.898243,7.991664,-2.545427,-3.144636,-4.064284,0,
1,4.859995,-1,0,-7.994222,-3.898692,7.991648,-2.543153,-3.134884,-4.037382,0,
1,4.879995,-1,0,-7.994202,-3.89907,7.991632,-2.541094,-3.122742,-4.014324,0,
1,4.899995,-1,0,-7.994181,-3.9193,7.991616,-2.539223,-3.106574,-3.99563,0,
1,4.919995,-1,1,-7.994159,-3.956018,7.991602,-2.537514,-3.084253,-3.982663,0,
1,4.939995,-1,1,-7.994138,-4.006424,7.991588,-2.535949,-3.069791,-3.965478,0,
1,4.959995,-1,1,-7.994118,-4.078158,7.991573,-2.504619,-3.059302,-3.954324,0,
1,4.979995,-1,1,-7.994098,-4.14768,7.991559,-2.46849,-3.051515,-3.947849,0,
1,4.999995,-1,1,-7.994078,-4.235281,7.991546,-2.408456,-3.045128,-3.946593,0,
2,0.01999962,0,0,-7.995935,-0.9947076,7.994058,0.03118204,-0.1693316,-0.8779099,4,
2,0.0399996,0,0,-7.995926,-0.9945555,7.994048,0.03130756,-0.1693041,-0.8774766,4,
2,0.05999959,0,0,-7.995918,-0.9944023,7.994038,0.03143217,-0.1692844,-0.8770449,4,
2,0.07999957,0,0,-7.995909,-0.9942483,7.994028,0.03155586,-0.1692725,-0.876615,4,
2,0.09999955,0,0,-7.995901,-0.9940933,7.994018,0.0316786,-0.1692681,-0.8761873,4,
2,0.1199995,0,0,-7.995892,-0.9939372,7.994008,0.03180041,-0.1692709,-0.8757619,4,
2,0.1399995,0,0,-7.995883,-0.9937803,7.993998,0.03192131,-0.1692804,-0.875339,4,
2,0.1599995,0,0,-7.995875,-0.9936223,7.993988,0.03204132,-0.1692962,-0.8749187,4,
2,0.1799995,0,0,-7.995866,-0.9934635,7.993978,0.0321605,-0.1693177,-0.8745013,4,
2,0.1999995,0,0,-7.995858,-0.9933039,7.993968,0.0322789,-0.1693442,-0.8740869,4,
2,0.2199994,0,0,-7.995849,-0.9931435,7.993958,0.03239659,-0.169375,-0.8736756,4,
2,0.2399994,0,0,-7.995841,-0.9929824,7.993948,0.03251365,-0.1694094,-0.8732675,4,
2,0.2599994,0,0,-7.995832,-0.9928207,7.993938,0.03263017,-0.1694465,-0.8728626,4,
2,0.2799994,0,0,-7.995823,-0.9926586,7.993928,0.03274624,-0.1694855,-0.8724611,4,
2,0.2999994,0,0,-7.995815,-0.992496,7.993918,0.03286196,-0.1695256,-0.8720629,4,
2,0.3199993,0,0,-7.995806,-0.9923332,7.993908,0.03297744,-0.1695659,-0.871668,4,
2,0.3399993,0,0,-7.995798,-0.9921702,7.993898,0.03309279,-0.1696057,-0.8712764,4,
2,0.3599993,0,0,-7.995789,-0.992007,7.993888,0.03320811,-0.169644,-0.8708879,4,
